Data_Status,MSN,StateCode,Year,Data
2024F,TEACB,HI,2012,161352
2024F,TEACB,HI,2013,164751
2024F,TEACB,HI,2014,157674
2024F,TEACB,HI,2015,161104
2024F,TEACB,HI,2016,162720
2024F,TEACB,HI,2017,170030
2024F,TEACB,HI,2018,172656
2024F,TEACB,HI,2019,173984
2024F,TEACB,HI,2020,108898
2024F,TEACB,HI,2021,142672
2024F,TEACB,HI,2022,155979
2024F,TEACB,HI,2023,160674
2024F,TEACB,HI,2024,160947
2024F,TEACB,IA,1960,151001
2024F,TEACB,IA,1961,147507
2024F,TEACB,IA,1962,153878
2024F,TEACB,IA,1963,159082
2024F,TEACB,IA,1964,161376
2024F,TEACB,IA,1965,161744
2024F,TEACB,IA,1966,171703
2024F,TEACB,IA,1967,183403
2024F,TEACB,IA,1968,196338
2024F,TEACB,IA,1969,206896
2024F,TEACB,IA,1970,210247
2024F,TEACB,IA,1971,230011
2024F,TEACB,IA,1972,238881
2024F,TEACB,IA,1973,256476
2024F,TEACB,IA,1974,246911
2024F,TEACB,IA,1975,248508
2024F,TEACB,IA,1976,257384
2024F,TEACB,IA,1977,261075
2024F,TEACB,IA,1978,260059
2024F,TEACB,IA,1979,259122
2024F,TEACB,IA,1980,238037
2024F,TEACB,IA,1981,226744
2024F,TEACB,IA,1982,231164
2024F,TEACB,IA,1983,229299
2024F,TEACB,IA,1984,228259
2024F,TEACB,IA,1985,222333
2024F,TEACB,IA,1986,218170
2024F,TEACB,IA,1987,228123
2024F,TEACB,IA,1988,235332
2024F,TEACB,IA,1989,237178
2024F,TEACB,IA,1990,235625
2024F,TEACB,IA,1991,228184
2024F,TEACB,IA,1992,226937
2024F,TEACB,IA,1993,231808
2024F,TEACB,IA,1994,247614
2024F,TEACB,IA,1995,256890
2024F,TEACB,IA,1996,272661
2024F,TEACB,IA,1997,266370
2024F,TEACB,IA,1998,275603
2024F,TEACB,IA,1999,274154
2024F,TEACB,IA,2000,270870
2024F,TEACB,IA,2001,269728
2024F,TEACB,IA,2002,278502
2024F,TEACB,IA,2003,281575
2024F,TEACB,IA,2004,296307
2024F,TEACB,IA,2005,300759
2024F,TEACB,IA,2006,307447
2024F,TEACB,IA,2007,313018
2024F,TEACB,IA,2008,305880
2024F,TEACB,IA,2009,298557
2024F,TEACB,IA,2010,304935
2024F,TEACB,IA,2011,307516
2024F,TEACB,IA,2012,291775
2024F,TEACB,IA,2013,296977
2024F,TEACB,IA,2014,307827
2024F,TEACB,IA,2015,299540
2024F,TEACB,IA,2016,316201
2024F,TEACB,IA,2017,301184
2024F,TEACB,IA,2018,304218
2024F,TEACB,IA,2019,304554
2024F,TEACB,IA,2020,277457
2024F,TEACB,IA,2021,295630
2024F,TEACB,IA,2022,299296
2024F,TEACB,IA,2023,293248
2024F,TEACB,IA,2024,300391
2024F,TEACB,ID,1960,42448
2024F,TEACB,ID,1961,41866
2024F,TEACB,ID,1962,44468
2024F,TEACB,ID,1963,43894
2024F,TEACB,ID,1964,45479
2024F,TEACB,ID,1965,49550
2024F,TEACB,ID,1966,53667
2024F,TEACB,ID,1967,54383
2024F,TEACB,ID,1968,56019
2024F,TEACB,ID,1969,60261
2024F,TEACB,ID,1970,65806
2024F,TEACB,ID,1971,68285
2024F,TEACB,ID,1972,73323
2024F,TEACB,ID,1973,75193
2024F,TEACB,ID,1974,76433
2024F,TEACB,ID,1975,79098
2024F,TEACB,ID,1976,84321
2024F,TEACB,ID,1977,88129
2024F,TEACB,ID,1978,93007
2024F,TEACB,ID,1979,99686
2024F,TEACB,ID,1980,83315
2024F,TEACB,ID,1981,76720
2024F,TEACB,ID,1982,75113
2024F,TEACB,ID,1983,74453
2024F,TEACB,ID,1984,77642
2024F,TEACB,ID,1985,79813
2024F,TEACB,ID,1986,80510
2024F,TEACB,ID,1987,82283
2024F,TEACB,ID,1988,84336
2024F,TEACB,ID,1989,88615
2024F,TEACB,ID,1990,90874
2024F,TEACB,ID,1991,88787
2024F,TEACB,ID,1992,89674
2024F,TEACB,ID,1993,100692
2024F,TEACB,ID,1994,103105
2024F,TEACB,ID,1995,110452
2024F,TEACB,ID,1996,112208
2024F,TEACB,ID,1997,114869
2024F,TEACB,ID,1998,117181
2024F,TEACB,ID,1999,123440
2024F,TEACB,ID,2000,124232
2024F,TEACB,ID,2001,121405
2024F,TEACB,ID,2002,123256
2024F,TEACB,ID,2003,117135
2024F,TEACB,ID,2004,122155
2024F,TEACB,ID,2005,123130
2024F,TEACB,ID,2006,131162
2024F,TEACB,ID,2007,135467
2024F,TEACB,ID,2008,124001
2024F,TEACB,ID,2009,122820
2024F,TEACB,ID,2010,137576
2024F,TEACB,ID,2011,131707
2024F,TEACB,ID,2012,132983
2024F,TEACB,ID,2013,137267
2024F,TEACB,ID,2014,139683
2024F,TEACB,ID,2015,153791
2024F,TEACB,ID,2016,159115
2024F,TEACB,ID,2017,161226
2024F,TEACB,ID,2018,163676
2024F,TEACB,ID,2019,169189
2024F,TEACB,ID,2020,158519
2024F,TEACB,ID,2021,169330
2024F,TEACB,ID,2022,170772
2024F,TEACB,ID,2023,177048
2024F,TEACB,ID,2024,163051
2024F,TEACB,IL,1960,503946
2024F,TEACB,IL,1961,508325
2024F,TEACB,IL,1962,520468
2024F,TEACB,IL,1963,555233
2024F,TEACB,IL,1964,568519
2024F,TEACB,IL,1965,597149
2024F,TEACB,IL,1966,630403
2024F,TEACB,IL,1967,677242
2024F,TEACB,IL,1968,729817
2024F,TEACB,IL,1969,758377
2024F,TEACB,IL,1970,790577
2024F,TEACB,IL,1971,809827
2024F,TEACB,IL,1972,884523
2024F,TEACB,IL,1973,923133
2024F,TEACB,IL,1974,881281
2024F,TEACB,IL,1975,883637
2024F,TEACB,IL,1976,919415
2024F,TEACB,IL,1977,945472
2024F,TEACB,IL,1978,975791
2024F,TEACB,IL,1979,929761
2024F,TEACB,IL,1980,821194
2024F,TEACB,IL,1981,784170
2024F,TEACB,IL,1982,767374
2024F,TEACB,IL,1983,787395
2024F,TEACB,IL,1984,707116
2024F,TEACB,IL,1985,732784
2024F,TEACB,IL,1986,725445
2024F,TEACB,IL,1987,735070
2024F,TEACB,IL,1988,787300
2024F,TEACB,IL,1989,802004
2024F,TEACB,IL,1990,788223
2024F,TEACB,IL,1991,759395
2024F,TEACB,IL,1992,773488
2024F,TEACB,IL,1993,801107
2024F,TEACB,IL,1994,781817
2024F,TEACB,IL,1995,799891
2024F,TEACB,IL,1996,824320
2024F,TEACB,IL,1997,833935
2024F,TEACB,IL,1998,851800
2024F,TEACB,IL,1999,939312
2024F,TEACB,IL,2000,967815
2024F,TEACB,IL,2001,938563
2024F,TEACB,IL,2002,907445
2024F,TEACB,IL,2003,953325
2024F,TEACB,IL,2004,1004849
2024F,TEACB,IL,2005,1109346
2024F,TEACB,IL,2006,1057334
2024F,TEACB,IL,2007,1059315
2024F,TEACB,IL,2008,1012156
2024F,TEACB,IL,2009,983073
2024F,TEACB,IL,2010,979609
2024F,TEACB,IL,2011,969622
2024F,TEACB,IL,2012,938266
2024F,TEACB,IL,2013,957133
2024F,TEACB,IL,2014,983004
2024F,TEACB,IL,2015,1018840
2024F,TEACB,IL,2016,1017343
2024F,TEACB,IL,2017,1020885
2024F,TEACB,IL,2018,1021491
2024F,TEACB,IL,2019,991984
2024F,TEACB,IL,2020,797168
2024F,TEACB,IL,2021,881014
2024F,TEACB,IL,2022,883298
2024F,TEACB,IL,2023,883789
2024F,TEACB,IL,2024,885849
2024F,TEACB,IN,1960,265282
2024F,TEACB,IN,1961,262745
2024F,TEACB,IN,1962,277217
2024F,TEACB,IN,1963,284318
2024F,TEACB,IN,1964,289382
2024F,TEACB,IN,1965,300042
2024F,TEACB,IN,1966,316147
2024F,TEACB,IN,1967,326392
2024F,TEACB,IN,1968,342193
2024F,TEACB,IN,1969,359239
2024F,TEACB,IN,1970,377796
2024F,TEACB,IN,1971,391294
2024F,TEACB,IN,1972,424550
2024F,TEACB,IN,1973,441971
2024F,TEACB,IN,1974,430689
2024F,TEACB,IN,1975,429976
2024F,TEACB,IN,1976,445748
2024F,TEACB,IN,1977,453325
2024F,TEACB,IN,1978,463957
2024F,TEACB,IN,1979,470907
2024F,TEACB,IN,1980,441657
2024F,TEACB,IN,1981,446984
2024F,TEACB,IN,1982,432620
2024F,TEACB,IN,1983,439574
2024F,TEACB,IN,1984,513196
2024F,TEACB,IN,1985,520787
2024F,TEACB,IN,1986,552469
2024F,TEACB,IN,1987,578042
2024F,TEACB,IN,1988,562368
2024F,TEACB,IN,1989,577378
2024F,TEACB,IN,1990,581671
2024F,TEACB,IN,1991,567838
2024F,TEACB,IN,1992,558793
2024F,TEACB,IN,1993,580695
2024F,TEACB,IN,1994,603534
2024F,TEACB,IN,1995,621793
2024F,TEACB,IN,1996,607596
2024F,TEACB,IN,1997,608934
2024F,TEACB,IN,1998,613596
2024F,TEACB,IN,1999,629855
2024F,TEACB,IN,2000,658503
2024F,TEACB,IN,2001,603605
2024F,TEACB,IN,2002,648263
2024F,TEACB,IN,2003,671900
2024F,TEACB,IN,2004,639315
2024F,TEACB,IN,2005,643978
2024F,TEACB,IN,2006,656485
2024F,TEACB,IN,2007,640866
2024F,TEACB,IN,2008,601516
2024F,TEACB,IN,2009,581169
2024F,TEACB,IN,2010,588612
2024F,TEACB,IN,2011,580779
2024F,TEACB,IN,2012,569045
2024F,TEACB,IN,2013,596117
2024F,TEACB,IN,2014,608587
2024F,TEACB,IN,2015,610988
2024F,TEACB,IN,2016,608689
2024F,TEACB,IN,2017,584070
2024F,TEACB,IN,2018,573956
2024F,TEACB,IN,2019,573050
2024F,TEACB,IN,2020,526297
2024F,TEACB,IN,2021,581133
2024F,TEACB,IN,2022,569930
2024F,TEACB,IN,2023,563541
2024F,TEACB,IN,2024,558081
2024F,TEACB,KS,1960,172858
2024F,TEACB,KS,1961,178233
2024F,TEACB,KS,1962,176565
2024F,TEACB,KS,1963,193960
2024F,TEACB,KS,1964,178331
2024F,TEACB,KS,1965,197148
2024F,TEACB,KS,1966,209458
2024F,TEACB,KS,1967,214514
2024F,TEACB,KS,1968,228465
2024F,TEACB,KS,1969,236882
2024F,TEACB,KS,1970,250710
2024F,TEACB,KS,1971,256558
2024F,TEACB,KS,1972,273146
2024F,TEACB,KS,1973,269163
2024F,TEACB,KS,1974,271331
2024F,TEACB,KS,1975,269148
2024F,TEACB,KS,1976,273595
2024F,TEACB,KS,1977,268827
2024F,TEACB,KS,1978,286644
2024F,TEACB,KS,1979,288878
2024F,TEACB,KS,1980,279218
2024F,TEACB,KS,1981,266030
2024F,TEACB,KS,1982,255159
2024F,TEACB,KS,1983,246221
2024F,TEACB,KS,1984,257072
2024F,TEACB,KS,1985,268172
2024F,TEACB,KS,1986,273068
2024F,TEACB,KS,1987,278352
2024F,TEACB,KS,1988,294398
2024F,TEACB,KS,1989,285614
2024F,TEACB,KS,1990,280304
2024F,TEACB,KS,1991,260471
2024F,TEACB,KS,1992,255948
2024F,TEACB,KS,1993,260226
2024F,TEACB,KS,1994,247301
2024F,TEACB,KS,1995,274175
2024F,TEACB,KS,1996,273318
2024F,TEACB,KS,1997,271115
2024F,TEACB,KS,1998,270026
2024F,TEACB,KS,1999,285477
2024F,TEACB,KS,2000,269988
2024F,TEACB,KS,2001,251272
2024F,TEACB,KS,2002,260517
2024F,TEACB,KS,2003,285798
2024F,TEACB,KS,2004,273211
2024F,TEACB,KS,2005,258139
2024F,TEACB,KS,2006,272628
2024F,TEACB,KS,2007,279286
2024F,TEACB,KS,2008,276138
2024F,TEACB,KS,2009,285202
2024F,TEACB,KS,2010,274905
2024F,TEACB,KS,2011,266804
2024F,TEACB,KS,2012,264818
2024F,TEACB,KS,2013,281891
2024F,TEACB,KS,2014,302112
2024F,TEACB,KS,2015,278611
2024F,TEACB,KS,2016,274368
2024F,TEACB,KS,2017,266821
2024F,TEACB,KS,2018,283440
2024F,TEACB,KS,2019,289758
2024F,TEACB,KS,2020,258047
2024F,TEACB,KS,2021,258257
2024F,TEACB,KS,2022,267919
2024F,TEACB,KS,2023,260069
2024F,TEACB,KS,2024,280412
2024F,TEACB,KY,1960,153635
2024F,TEACB,KY,1961,153410
2024F,TEACB,KY,1962,169687
2024F,TEACB,KY,1963,180892
2024F,TEACB,KY,1964,187832
2024F,TEACB,KY,1965,191777
2024F,TEACB,KY,1966,205416
2024F,TEACB,KY,1967,214533
2024F,TEACB,KY,1968,232321
2024F,TEACB,KY,1969,247884
2024F,TEACB,KY,1970,261341
2024F,TEACB,KY,1971,265443
2024F,TEACB,KY,1972,284282
2024F,TEACB,KY,1973,297055
2024F,TEACB,KY,1974,287068
2024F,TEACB,KY,1975,288098
2024F,TEACB,KY,1976,302855
2024F,TEACB,KY,1977,309564
2024F,TEACB,KY,1978,333814
2024F,TEACB,KY,1979,342198
2024F,TEACB,KY,1980,324017
2024F,TEACB,KY,1981,323231
2024F,TEACB,KY,1982,318534
2024F,TEACB,KY,1983,332803
2024F,TEACB,KY,1984,337644
2024F,TEACB,KY,1985,323387
2024F,TEACB,KY,1986,344232
2024F,TEACB,KY,1987,358877
2024F,TEACB,KY,1988,386223
2024F,TEACB,KY,1989,404451
2024F,TEACB,KY,1990,379595
2024F,TEACB,KY,1991,378096
2024F,TEACB,KY,1992,393921
2024F,TEACB,KY,1993,407849
2024F,TEACB,KY,1994,405793
2024F,TEACB,KY,1995,421760
2024F,TEACB,KY,1996,396465
2024F,TEACB,KY,1997,427334
2024F,TEACB,KY,1998,424989
2024F,TEACB,KY,1999,440965
2024F,TEACB,KY,2000,441204
2024F,TEACB,KY,2001,447987
2024F,TEACB,KY,2002,463151
2024F,TEACB,KY,2003,448292
2024F,TEACB,KY,2004,484305
2024F,TEACB,KY,2005,475769
2024F,TEACB,KY,2006,472622
2024F,TEACB,KY,2007,493644
2024F,TEACB,KY,2008,458120
2024F,TEACB,KY,2009,465322
2024F,TEACB,KY,2010,462197
2024F,TEACB,KY,2011,457559
2024F,TEACB,KY,2012,441921
2024F,TEACB,KY,2013,441075
2024F,TEACB,KY,2014,449768
2024F,TEACB,KY,2015,456328
2024F,TEACB,KY,2016,457090
2024F,TEACB,KY,2017,464921
2024F,TEACB,KY,2018,487767
2024F,TEACB,KY,2019,490746
2024F,TEACB,KY,2020,457247
2024F,TEACB,KY,2021,490957
2024F,TEACB,KY,2022,495047
2024F,TEACB,KY,2023,497386
2024F,TEACB,KY,2024,494891
2024F,TEACB,LA,1960,256905
2024F,TEACB,LA,1961,253675
2024F,TEACB,LA,1962,255742
2024F,TEACB,LA,1963,267068
2024F,TEACB,LA,1964,283663
2024F,TEACB,LA,1965,311111
2024F,TEACB,LA,1966,318855
2024F,TEACB,LA,1967,340707
2024F,TEACB,LA,1968,358472
2024F,TEACB,LA,1969,385711
2024F,TEACB,LA,1970,392146
2024F,TEACB,LA,1971,390656
2024F,TEACB,LA,1972,425490
2024F,TEACB,LA,1973,474447
2024F,TEACB,LA,1974,509270
2024F,TEACB,LA,1975,511105
2024F,TEACB,LA,1976,546640
2024F,TEACB,LA,1977,585306
2024F,TEACB,LA,1978,588506
2024F,TEACB,LA,1979,581420
2024F,TEACB,LA,1980,646698
2024F,TEACB,LA,1981,661771
2024F,TEACB,LA,1982,580651
2024F,TEACB,LA,1983,599633
2024F,TEACB,LA,1984,598752
2024F,TEACB,LA,1985,585793
2024F,TEACB,LA,1986,661326
2024F,TEACB,LA,1987,652239
2024F,TEACB,LA,1988,694274
2024F,TEACB,LA,1989,693329
2024F,TEACB,LA,1990,690571
2024F,TEACB,LA,1991,725546
2024F,TEACB,LA,1992,725753
2024F,TEACB,LA,1993,723701
2024F,TEACB,LA,1994,764489
2024F,TEACB,LA,1995,764491
2024F,TEACB,LA,1996,834585
2024F,TEACB,LA,1997,801668
2024F,TEACB,LA,1998,781161
2024F,TEACB,LA,1999,776293
2024F,TEACB,LA,2000,854201
2024F,TEACB,LA,2001,753067
2024F,TEACB,LA,2002,775108
2024F,TEACB,LA,2003,771855
2024F,TEACB,LA,2004,756496
2024F,TEACB,LA,2005,716705
2024F,TEACB,LA,2006,770687
2024F,TEACB,LA,2007,709979
2024F,TEACB,LA,2008,673653
2024F,TEACB,LA,2009,667221
2024F,TEACB,LA,2010,613529
2024F,TEACB,LA,2011,628256
2024F,TEACB,LA,2012,570627
2024F,TEACB,LA,2013,554690
2024F,TEACB,LA,2014,533790
2024F,TEACB,LA,2015,540344
2024F,TEACB,LA,2016,571359
2024F,TEACB,LA,2017,615926
2024F,TEACB,LA,2018,582153
2024F,TEACB,LA,2019,623705
2024F,TEACB,LA,2020,606535
2024F,TEACB,LA,2021,697704
2024F,TEACB,LA,2022,756681
2024F,TEACB,LA,2023,750541
2024F,TEACB,LA,2024,758732
2024F,TEACB,MA,1960,220059
2024F,TEACB,MA,1961,232478
2024F,TEACB,MA,1962,242058
2024F,TEACB,MA,1963,251890
2024F,TEACB,MA,1964,254782
2024F,TEACB,MA,1965,268450
2024F,TEACB,MA,1966,270994
2024F,TEACB,MA,1967,290528
2024F,TEACB,MA,1968,313600
2024F,TEACB,MA,1969,324120
2024F,TEACB,MA,1970,348733
2024F,TEACB,MA,1971,362407
2024F,TEACB,MA,1972,379789
2024F,TEACB,MA,1973,391231
2024F,TEACB,MA,1974,370961
2024F,TEACB,MA,1975,369272
2024F,TEACB,MA,1976,380611
2024F,TEACB,MA,1977,385205
2024F,TEACB,MA,1978,386691
2024F,TEACB,MA,1979,385547
2024F,TEACB,MA,1980,358149
2024F,TEACB,MA,1981,359009
2024F,TEACB,MA,1982,362259
2024F,TEACB,MA,1983,362303
2024F,TEACB,MA,1984,369960
2024F,TEACB,MA,1985,381362
2024F,TEACB,MA,1986,389008
2024F,TEACB,MA,1987,403411
2024F,TEACB,MA,1988,420513
2024F,TEACB,MA,1989,420076
2024F,TEACB,MA,1990,406700
2024F,TEACB,MA,1991,389292
2024F,TEACB,MA,1992,386615
2024F,TEACB,MA,1993,390999
2024F,TEACB,MA,1994,394323
2024F,TEACB,MA,1995,401534
2024F,TEACB,MA,1996,419235
2024F,TEACB,MA,1997,425548
2024F,TEACB,MA,1998,425955
2024F,TEACB,MA,1999,437719
2024F,TEACB,MA,2000,452568
2024F,TEACB,MA,2001,446628
2024F,TEACB,MA,2002,448305
2024F,TEACB,MA,2003,447291
2024F,TEACB,MA,2004,473356
2024F,TEACB,MA,2005,484809
2024F,TEACB,MA,2006,478177
2024F,TEACB,MA,2007,485980
2024F,TEACB,MA,2008,479010
2024F,TEACB,MA,2009,442847
2024F,TEACB,MA,2010,457490
2024F,TEACB,MA,2011,457134
2024F,TEACB,MA,2012,448447
2024F,TEACB,MA,2013,466608
2024F,TEACB,MA,2014,450650
2024F,TEACB,MA,2015,464590
2024F,TEACB,MA,2016,475269
2024F,TEACB,MA,2017,469328
2024F,TEACB,MA,2018,476551
2024F,TEACB,MA,2019,478671
2024F,TEACB,MA,2020,359850
2024F,TEACB,MA,2021,401756
2024F,TEACB,MA,2022,421119
2024F,TEACB,MA,2023,425206
2024F,TEACB,MA,2024,436254
2024F,TEACB,MD,1960,172907
2024F,TEACB,MD,1961,172641
2024F,TEACB,MD,1962,198166
2024F,TEACB,MD,1963,199621
2024F,TEACB,MD,1964,207162
2024F,TEACB,MD,1965,217118
2024F,TEACB,MD,1966,229080
2024F,TEACB,MD,1967,225512
2024F,TEACB,MD,1968,248291
2024F,TEACB,MD,1969,255378
2024F,TEACB,MD,1970,273132
2024F,TEACB,MD,1971,273569
2024F,TEACB,MD,1972,289740
2024F,TEACB,MD,1973,303286
2024F,TEACB,MD,1974,296987
2024F,TEACB,MD,1975,297309
2024F,TEACB,MD,1976,310253
2024F,TEACB,MD,1977,321158
2024F,TEACB,MD,1978,325814
2024F,TEACB,MD,1979,318489
2024F,TEACB,MD,1980,318805
2024F,TEACB,MD,1981,323647
2024F,TEACB,MD,1982,312820
2024F,TEACB,MD,1983,305619
2024F,TEACB,MD,1984,308145
2024F,TEACB,MD,1985,317567
2024F,TEACB,MD,1986,325804
2024F,TEACB,MD,1987,338488
2024F,TEACB,MD,1988,351104
2024F,TEACB,MD,1989,360576
2024F,TEACB,MD,1990,331309
2024F,TEACB,MD,1991,336614
2024F,TEACB,MD,1992,344049
2024F,TEACB,MD,1993,342219
2024F,TEACB,MD,1994,343230
2024F,TEACB,MD,1995,348942
2024F,TEACB,MD,1996,357895
2024F,TEACB,MD,1997,368557
2024F,TEACB,MD,1998,379089
2024F,TEACB,MD,1999,399939
2024F,TEACB,MD,2000,402622
2024F,TEACB,MD,2001,404613
2024F,TEACB,MD,2002,401206
2024F,TEACB,MD,2003,416798
2024F,TEACB,MD,2004,439181
2024F,TEACB,MD,2005,457206
2024F,TEACB,MD,2006,463661
2024F,TEACB,MD,2007,457708
2024F,TEACB,MD,2008,441441
2024F,TEACB,MD,2009,457224
2024F,TEACB,MD,2010,459544
2024F,TEACB,MD,2011,446961
2024F,TEACB,MD,2012,446268
2024F,TEACB,MD,2013,450701
2024F,TEACB,MD,2014,445367
2024F,TEACB,MD,2015,457444
2024F,TEACB,MD,2016,445479
2024F,TEACB,MD,2017,444439
2024F,TEACB,MD,2018,461692
2024F,TEACB,MD,2019,465744
2024F,TEACB,MD,2020,386637
2024F,TEACB,MD,2021,419949
2024F,TEACB,MD,2022,395697
2024F,TEACB,MD,2023,423798
2024F,TEACB,MD,2024,415363
2024F,TEACB,ME,1960,66698
2024F,TEACB,ME,1961,70106
2024F,TEACB,ME,1962,70398
2024F,TEACB,ME,1963,72081
2024F,TEACB,ME,1964,71079
2024F,TEACB,ME,1965,68812
2024F,TEACB,ME,1966,75656
2024F,TEACB,ME,1967,73728
2024F,TEACB,ME,1968,80026
2024F,TEACB,ME,1969,81208
2024F,TEACB,ME,1970,87633
2024F,TEACB,ME,1971,93187
2024F,TEACB,ME,1972,108008
2024F,TEACB,ME,1973,111181
2024F,TEACB,ME,1974,96675
2024F,TEACB,ME,1975,92405
2024F,TEACB,ME,1976,97198
2024F,TEACB,ME,1977,98683
2024F,TEACB,ME,1978,98767
2024F,TEACB,ME,1979,93555
2024F,TEACB,ME,1980,83348
2024F,TEACB,ME,1981,82477
2024F,TEACB,ME,1982,85807
2024F,TEACB,ME,1983,83798
2024F,TEACB,ME,1984,89155
2024F,TEACB,ME,1985,94003
2024F,TEACB,ME,1986,100742
2024F,TEACB,ME,1987,108321
2024F,TEACB,ME,1988,122448
2024F,TEACB,ME,1989,110119
2024F,TEACB,ME,1990,115386
2024F,TEACB,ME,1991,105823
2024F,TEACB,ME,1992,104061
2024F,TEACB,ME,1993,105456
2024F,TEACB,ME,1994,107390
2024F,TEACB,ME,1995,101923
2024F,TEACB,ME,1996,105327
2024F,TEACB,ME,1997,110610
2024F,TEACB,ME,1998,107844
2024F,TEACB,ME,1999,111710
2024F,TEACB,ME,2000,119837
2024F,TEACB,ME,2001,107048
2024F,TEACB,ME,2002,121971
2024F,TEACB,ME,2003,130785
2024F,TEACB,ME,2004,121273
2024F,TEACB,ME,2005,130753
2024F,TEACB,ME,2006,130856
2024F,TEACB,ME,2007,125218
2024F,TEACB,ME,2008,116554
2024F,TEACB,ME,2009,122085
2024F,TEACB,ME,2010,118218
2024F,TEACB,ME,2011,118094
2024F,TEACB,ME,2012,112687
2024F,TEACB,ME,2013,126086
2024F,TEACB,ME,2014,127404
2024F,TEACB,ME,2015,127853
2024F,TEACB,ME,2016,127846
2024F,TEACB,ME,2017,120783
2024F,TEACB,ME,2018,107452
2024F,TEACB,ME,2019,107078
2024F,TEACB,ME,2020,97981
2024F,TEACB,ME,2021,105558
2024F,TEACB,ME,2022,107942
2024F,TEACB,ME,2023,114798
2024F,TEACB,ME,2024,111454
2024F,TEACB,MI,1960,387276
2024F,TEACB,MI,1961,388661
2024F,TEACB,MI,1962,405870
2024F,TEACB,MI,1963,429765
2024F,TEACB,MI,1964,450804
2024F,TEACB,MI,1965,467377
2024F,TEACB,MI,1966,501020
2024F,TEACB,MI,1967,526853
2024F,TEACB,MI,1968,574018
2024F,TEACB,MI,1969,606128
2024F,TEACB,MI,1970,593490
2024F,TEACB,MI,1971,607502
2024F,TEACB,MI,1972,660210
2024F,TEACB,MI,1973,688431
2024F,TEACB,MI,1974,665594
2024F,TEACB,MI,1975,660805
2024F,TEACB,MI,1976,696664
2024F,TEACB,MI,1977,712202
2024F,TEACB,MI,1978,724044
2024F,TEACB,MI,1979,690809
2024F,TEACB,MI,1980,620136
2024F,TEACB,MI,1981,600307
2024F,TEACB,MI,1982,567289
2024F,TEACB,MI,1983,577010
2024F,TEACB,MI,1984,601213
2024F,TEACB,MI,1985,614673
2024F,TEACB,MI,1986,634968
2024F,TEACB,MI,1987,667095
2024F,TEACB,MI,1988,692249
2024F,TEACB,MI,1989,685553
2024F,TEACB,MI,1990,683927
2024F,TEACB,MI,1991,695925
2024F,TEACB,MI,1992,701059
2024F,TEACB,MI,1993,738726
2024F,TEACB,MI,1994,741774
2024F,TEACB,MI,1995,760951
2024F,TEACB,MI,1996,767783
2024F,TEACB,MI,1997,782989
2024F,TEACB,MI,1998,801137
2024F,TEACB,MI,1999,837783
2024F,TEACB,MI,2000,815945
2024F,TEACB,MI,2001,802845
2024F,TEACB,MI,2002,824666
2024F,TEACB,MI,2003,795737
2024F,TEACB,MI,2004,805703
2024F,TEACB,MI,2005,802986
2024F,TEACB,MI,2006,798033
2024F,TEACB,MI,2007,789065
2024F,TEACB,MI,2008,740330
2024F,TEACB,MI,2009,723116
2024F,TEACB,MI,2010,745887
2024F,TEACB,MI,2011,733275
2024F,TEACB,MI,2012,722084
2024F,TEACB,MI,2013,753437
2024F,TEACB,MI,2014,744873
2024F,TEACB,MI,2015,766828
2024F,TEACB,MI,2016,775929
2024F,TEACB,MI,2017,764580
2024F,TEACB,MI,2018,787990
2024F,TEACB,MI,2019,779255
2024F,TEACB,MI,2020,650279
2024F,TEACB,MI,2021,710011
2024F,TEACB,MI,2022,711833
2024F,TEACB,MI,2023,701504
2024F,TEACB,MI,2024,712640
2024F,TEACB,MN,1960,181361
2024F,TEACB,MN,1961,182477
2024F,TEACB,MN,1962,185949
2024F,TEACB,MN,1963,194347
2024F,TEACB,MN,1964,197456
2024F,TEACB,MN,1965,207273
2024F,TEACB,MN,1966,221296
2024F,TEACB,MN,1967,222770
2024F,TEACB,MN,1968,244657
2024F,TEACB,MN,1969,260291
2024F,TEACB,MN,1970,274085
2024F,TEACB,MN,1971,288738
2024F,TEACB,MN,1972,302868
2024F,TEACB,MN,1973,322903
2024F,TEACB,MN,1974,317686
2024F,TEACB,MN,1975,319516
2024F,TEACB,MN,1976,326930
2024F,TEACB,MN,1977,330760
2024F,TEACB,MN,1978,348762
2024F,TEACB,MN,1979,359554
2024F,TEACB,MN,1980,331579
2024F,TEACB,MN,1981,317753
2024F,TEACB,MN,1982,306687
2024F,TEACB,MN,1983,310839
2024F,TEACB,MN,1984,340655
2024F,TEACB,MN,1985,333044
2024F,TEACB,MN,1986,336886
2024F,TEACB,MN,1987,334133
2024F,TEACB,MN,1988,348749
2024F,TEACB,MN,1989,343924
2024F,TEACB,MN,1990,339237
2024F,TEACB,MN,1991,358208
2024F,TEACB,MN,1992,380355
2024F,TEACB,MN,1993,401059
2024F,TEACB,MN,1994,416902
2024F,TEACB,MN,1995,433207
2024F,TEACB,MN,1996,443367
2024F,TEACB,MN,1997,440457
2024F,TEACB,MN,1998,463324
2024F,TEACB,MN,1999,495464
2024F,TEACB,MN,2000,512778
2024F,TEACB,MN,2001,501577
2024F,TEACB,MN,2002,511621
2024F,TEACB,MN,2003,513789
2024F,TEACB,MN,2004,528861
2024F,TEACB,MN,2005,532600
2024F,TEACB,MN,2006,522965
2024F,TEACB,MN,2007,527440
